char_id,ontology,list_of_finest_character
213,hao,"http://purl.obolibrary.org/obo/HAO_0000632"
213,pato,"http://purl.obolibrary.org/obo/PATO_0000117"
214,hao,"http://purl.obolibrary.org/obo/HAO_0002486"
214,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
215,hao,"http://purl.obolibrary.org/obo/HAO_0000609"
215,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
216, hao,"http://purl.obolibrary.org/obo/HAO_0000612"
216,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
217,hao,"http://purl.obolibrary.org/obo/HAO_0000607"
217,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
218,hao,"http://purl.obolibrary.org/obo/HAO_0000621,http://purl.obolibrary.org/obo/HAO_0000566"
218,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
219,hao,"http://purl.obolibrary.org/obo/HAO_0002510"
219,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
220,hao,"http://purl.obolibrary.org/obo/HAO_0001378"
220,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
221,hao,"http://purl.obolibrary.org/obo/HAO_0001056"
221,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
222,hao,"http://purl.obolibrary.org/obo/HAO_0001056"
222,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
223,hao,"http://purl.obolibrary.org/obo/HAO_0000684"
223,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
224,hao,"http://purl.obolibrary.org/obo/HAO_0000684"
224,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
225,hao,"http://purl.obolibrary.org/obo/HAO_0002487"
225,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
226,hao,"http://purl.obolibrary.org/obo/HAO_0000684,http://purl.obolibrary.org/obo/HAO_0002250"
226,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
227,hao,"http://purl.obolibrary.org/obo/HAO_0002488"
227,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
228,hao,"http://purl.obolibrary.org/obo/HAO_0001264,http://purl.obolibrary.org/obo/HAO_0001785"
228,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
229,hao,"http://purl.obolibrary.org/obo/HAO_0001385"
229,pato,"http://purl.obolibrary.org/obo/PATO_0000117"
230,hao,"http://purl.obolibrary.org/obo/HAO_0001385"
230,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
231,hao,"http://purl.obolibrary.org/obo/HAO_0001414"
231,pato,"http://purl.obolibrary.org/obo/PATO_0000117"
232,hao,"http://purl.obolibrary.org/obo/HAO_0002489"
232,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
233,hao,"http://purl.obolibrary.org/obo/HAO_0000594,http://purl.obolibrary.org/obo/HAO_0001264"
233,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
234,hao,"http://purl.obolibrary.org/obo/HAO_0000594"
234,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
235,hao,"http://purl.obolibrary.org/obo/HAO_0000593,http://purl.obolibrary.org/obo/HAO_0000591"
235,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
236,hao,"http://purl.obolibrary.org/obo/HAO_0000592, http://purl.obolibrary.org/obo/HAO_0000590"
236,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
237,hao,"http://purl.obolibrary.org/obo/HAO_0000592,http://purl.obolibrary.org/obo/HAO_0000547"
237,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
238,hao,"http://purl.obolibrary.org/obo/HAO_0002490"
238,pato,"http://purl.obolibrary.org/obo/PATO_0000117"
239,hao,"http://purl.obolibrary.org/obo/HAO_0000593,http://purl.obolibrary.org/obo/HAO_0000607"
239,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
240,hao,"http://purl.obolibrary.org/obo/HAO_0001725"
240,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
241,hao,"http://purl.obolibrary.org/obo/HAO_0000587"
241,pato,"http://purl.obolibrary.org/obo/PATO_0000117"
242,hao,"http://purl.obolibrary.org/obo/HAO_0002491"
242,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
243,hao,"http://purl.obolibrary.org/obo/HAO_0002492"
243,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
244,hao,"http://purl.obolibrary.org/obo/HAO_0001686,http://purl.obolibrary.org/obo/HAO_0000631"
244,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
245,hao,"http://purl.obolibrary.org/obo/HAO_0000990"
245,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
246,hao,"http://purl.obolibrary.org/obo/HAO_0000051"
246,pato,"http://purl.obolibrary.org/obo/PATO_0000141"
247,hao,"http://purl.obolibrary.org/obo/HAO_0001877,http://purl.obolibrary.org/obo/HAO_0000051"
247,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
248,hao,"http://purl.obolibrary.org/obo/HAO_0002493"
248,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
249,hao,"http://purl.obolibrary.org/obo/HAO_0002494"
249,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
250,hao,"http://purl.obolibrary.org/obo/HAO_0000606"
250,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
251,hao,"http://purl.obolibrary.org/obo/HAO_0002495"
251,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
252,hao,"http://purl.obolibrary.org/obo/HAO_0000606,http://purl.obolibrary.org/obo/HAO_0000607"
252,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
253,hao,"http://purl.obolibrary.org/obo/HAO_0001877"
253,pato,"http://purl.obolibrary.org/obo/PATO_0000141"
254,hao,"http://purl.obolibrary.org/obo/HAO_0002397"
254,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
255,hao,"http://purl.obolibrary.org/obo/HAO_0000529"
255,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
256,hao,"http://purl.obolibrary.org/obo/HAO_0001652"
256,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
257,hao,"http://purl.obolibrary.org/obo/HAO_0000329"
257,pato,"http://purl.obolibrary.org/obo/PATO_0000052"
258,hao," http://purl.obolibrary.org/obo/HAO_0001942"
258,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
259,hao,"http://purl.obolibrary.org/obo/HAO_0000329"
259,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
260,hao,"http://purl.obolibrary.org/obo/HAO_0000329"
260,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
261,hao,"http://purl.obolibrary.org/obo/HAO_0001930"
261,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
262,hao,"http://purl.obolibrary.org/obo/HAO_0000865"
262,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
263,hao,"http://purl.obolibrary.org/obo/HAO_0000865,http://purl.obolibrary.org/obo/HAO_0001264"
263,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
264,hao,"http://purl.obolibrary.org/obo/HAO_0000865,http://purl.obolibrary.org/obo/HAO_0001264"
264,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
265,hao,"http://purl.obolibrary.org/obo/HAO_0000865"
265,pato,"http://purl.obolibrary.org/obo/PATO_0000052"
266,hao,"http://purl.obolibrary.org/obo/HAO_0002265"
266,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
267,hao,"http://purl.obolibrary.org/obo/HAO_0000866"
267,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
268,hao,"http://purl.obolibrary.org/obo/HAO_0000035"
268,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
269,hao,"http://purl.obolibrary.org/obo/HAO_0000035,http://purl.obolibrary.org/obo/HAO_0000053"
269,pato,"http://purl.obolibrary.org/obo/PATO_0000141"
270,hao,"http://purl.obolibrary.org/obo/HAO_0000020"
270,pato,"http://purl.obolibrary.org/obo/PATO_0000052"
271,hao,"http://purl.obolibrary.org/obo/HAO_0001734"
271,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
272,hao,"http://purl.obolibrary.org/obo/HAO_0001734"
272,pato,"http://purl.obolibrary.org/obo/PATO_0000117"
273,hao,"http://purl.obolibrary.org/obo/HAO_0001029"
273,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
274,hao,"http://purl.obolibrary.org/obo/HAO_0002496"
274,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
275,hao,"http://purl.obolibrary.org/obo/HAO_0000035"
275,pato,"http://purl.obolibrary.org/obo/PATO_0000141"
276,hao,"http://purl.obolibrary.org/obo/HAO_0000035"
276,pato,"http://purl.obolibrary.org/obo/PATO_0000141"
277,hao,"http://purl.obolibrary.org/obo/HAO_0001882"
277,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
278,hao,"http://purl.obolibrary.org/obo/HAO_0001878"
278,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
279,hao,"http://purl.obolibrary.org/obo/HAO_0001544"
279,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
280,hao,"http://purl.obolibrary.org/obo/HAO_0001578"
280,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
281,hao,"http://purl.obolibrary.org/obo/HAO_0001615"
281,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
282,hao,"http://purl.obolibrary.org/obo/HAO_0000845"
282,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
283,hao,"http://purl.obolibrary.org/obo/HAO_0000849"
283,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
284,hao,"http://purl.obolibrary.org/obo/HAO_0001306"
284,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
285,hao,"http://purl.obolibrary.org/obo/HAO_0001801,http://purl.obolibrary.org/obo/HAO_0001707,http://purl.obolibrary.org/obo/HAO_0000846"
285,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
286,hao,"http://purl.obolibrary.org/obo/HAO_0000846"
286,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
287,hao,"http://purl.obolibrary.org/obo/HAO_0001397"
287,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
288,hao,"http://purl.obolibrary.org/obo/HAO_0001806"
288,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
289,hao,"http://purl.obolibrary.org/obo/HAO_0001305"
289,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
290,hao,"http://purl.obolibrary.org/obo/HAO_0001698"
290,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
291,hao,"http://purl.obolibrary.org/obo/HAO_0001774"
291,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
292,hao,"http://purl.obolibrary.org/obo/HAO_0000528"
292,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
293,hao,"http://purl.obolibrary.org/obo/HAO_0001309"
293,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
294,hao,"http://purl.obolibrary.org/obo/HAO_0001664"
294,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
295,hao,"http://purl.obolibrary.org/obo/HAO_0000255"
295,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
296,hao,"http://purl.obolibrary.org/obo/HAO_0000579"
296,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
297,hao,"http://purl.obolibrary.org/obo/HAO_0001645"
297,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
298,hao,"http://purl.obolibrary.org/obo/HAO_0001643"
298,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
299,hao,"http://purl.obolibrary.org/obo/HAO_0001644"
299,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
300,hao,"http://purl.obolibrary.org/obo/HAO_0001440"
300,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
301,hao,"http://purl.obolibrary.org/obo/HAO_0000754"
301,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
302,hao,"http://purl.obolibrary.org/obo/HAO_0001169"
302,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
303,hao,"http://purl.obolibrary.org/obo/HAO_0001302"
303,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
304,hao,"http://purl.obolibrary.org/obo/HAO_0000924"
304,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
305,hao,"http://purl.obolibrary.org/obo/HAO_0000435"
305,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
306,hao,"http://purl.obolibrary.org/obo/HAO_0001582"
306,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
307,hao,"http://purl.obolibrary.org/obo/HAO_0001629"
307,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
308,hao,"http://purl.obolibrary.org/obo/HAO_0001743"
308,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
309,hao,"http://purl.obolibrary.org/obo/HAO_0000544"
309,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
310,hao,"http://purl.obolibrary.org/obo/HAO_0000755"
310,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
311,hao,"http://purl.obolibrary.org/obo/HAO_0000564"
311,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
312,hao,"http://purl.obolibrary.org/obo/HAO_0000565"
312,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
313,hao,"http://purl.obolibrary.org/obo/HAO_0000753"
313,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
314,hao,"http://purl.obolibrary.org/obo/HAO_0000476"
314,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
315,hao,"http://purl.obolibrary.org/obo/HAO_0000521"
315,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
316,hao,"http://purl.obolibrary.org/obo/HAO_0000521"
316,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
317,hao,"http://purl.obolibrary.org/obo/HAO_0000552"
317,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
318,hao,"http://purl.obolibrary.org/obo/HAO_0000577"
318,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
319,hao,"http://purl.obolibrary.org/obo/HAO_0001642"
319,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
320,hao,"http://purl.obolibrary.org/obo/HAO_0001373"
320,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
321,hao,"http://purl.obolibrary.org/obo/HAO_0001373"
321,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
322,hao,"http://purl.obolibrary.org/obo/HAO_0001738"
322,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
323,hao,"http://purl.obolibrary.org/obo/HAO_0002478"
323,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
324,hao,"http://purl.obolibrary.org/obo/HAO_0001641"
324,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
325,hao,"http://purl.obolibrary.org/obo/HAO_0001819"
325,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
326,hao,"http://purl.obolibrary.org/obo/HAO_0000602"
326,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
327,hao,"http://purl.obolibrary.org/obo/HAO_0001445"
327,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
328,hao,"http://purl.obolibrary.org/obo/HAO_0001406"
328,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
329,hao,"http://purl.obolibrary.org/obo/HAO_0001344"
329,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
330,hao,"http://purl.obolibrary.org/obo/HAO_0001581"
330,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
331,hao,"http://purl.obolibrary.org/obo/HAO_0000589"
331,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
332,hao,"http://purl.obolibrary.org/obo/HAO_0001744"
332,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
333,hao,"http://purl.obolibrary.org/obo/HAO_0001745"
333,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
334,hao,"http://purl.obolibrary.org/obo/HAO_0000478"
334,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
335,hao,"http://purl.obolibrary.org/obo/HAO_0000478"
335,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
336,hao,"http://purl.obolibrary.org/obo/HAO_0001794"
336,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
337,hao,"http://purl.obolibrary.org/obo/HAO_0001684"
337,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
338,hao,"http://purl.obolibrary.org/obo/HAO_0000619"
338,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
339,hao,"http://purl.obolibrary.org/obo/HAO_0001685"
339,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
340,hao,"http://purl.obolibrary.org/obo/HAO_0002284"
340,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
341,hao,"http://purl.obolibrary.org/obo/HAO_0000243"
341,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
342,hao,"http://purl.obolibrary.org/obo/HAO_0001522,http://purl.obolibrary.org/obo/HAO_0000351"
342,pato,"http://purl.obolibrary.org/obo/PATO_0000150"
343,hao,"http://purl.obolibrary.org/obo/HAO_0000225,http://purl.obolibrary.org/obo/HAO_0000783,http://purl.obolibrary.org/obo/HAO_0000351"
343,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
344,hao,"http://purl.obolibrary.org/obo/HAO_0000237,http://purl.obolibrary.org/obo/HAO_0000351"
344,pato,"http://purl.obolibrary.org/obo/PATO_0000052"
345,hao,"http://purl.obolibrary.org/obo/HAO_0000225,http://purl.obolibrary.org/obo/HAO_0000351"
345,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
346,hao,"http://purl.obolibrary.org/obo/HAO_0000957,http://purl.obolibrary.org/obo/HAO_0000351"
346,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
347,hao,"http://purl.obolibrary.org/obo/HAO_0000967,http://purl.obolibrary.org/obo/HAO_0000351"
347,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
348,hao,"http://purl.obolibrary.org/obo/HAO_0000888,http://purl.obolibrary.org/obo/HAO_0000351"
348,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
349,hao,"http://purl.obolibrary.org/obo/HAO_0000093,http://purl.obolibrary.org/obo/HAO_0000351"
349,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
350,hao,"http://purl.obolibrary.org/obo/HAO_0002511"
350,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
351,hao,"http://purl.obolibrary.org/obo/HAO_0000225,http://purl.obolibrary.org/obo/HAO_0000400"
351,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
352,hao,"http://purl.obolibrary.org/obo/HAO_0001522"
352,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
353,hao,"http://purl.obolibrary.org/obo/HAO_0000967,http://purl.obolibrary.org/obo/HAO_0000400"
353,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
354,hao,"http://purl.obolibrary.org/obo/HAO_0000890,http://purl.obolibrary.org/obo/HAO_0000400"
354,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
355,hao,"http://purl.obolibrary.org/obo/HAO_0000170,http://purl.obolibrary.org/obo/HAO_0000400"
355,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
356,hao,"http://purl.obolibrary.org/obo/HAO_0000237,http://purl.obolibrary.org/obo/HAO_0000519,http://purl.obolibrary.org/obo/HAO_0000400"
356,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
357,hao,"ttp://purl.obolibrary.org/obo/HAO_0001977,http://purl.obolibrary.org/obo/HAO_0000400"
357,pato,"http://purl.obolibrary.org/obo/PATO_0000052"
358,hao,"ttp://purl.obolibrary.org/obo/HAO_0001977,http://purl.obolibrary.org/obo/HAO_0001522,http://purl.obolibrary.org/obo/HAO_0000400"
358,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
359,hao,"http://purl.obolibrary.org/obo/HAO_0000226,http://purl.obolibrary.org/obo/HAO_0000400"
359,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
360,hao,"http://purl.obolibrary.org/obo/HAO_0000717,http://purl.obolibrary.org/obo/HAO_0000400"
360,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
361,hao,"http://purl.obolibrary.org/obo/HAO_0000903,http://purl.obolibrary.org/obo/HAO_0000400"
361,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
362,hao,"http://purl.obolibrary.org/obo/HAO_0000909,http://purl.obolibrary.org/obo/HAO_0000400"
362,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
363,hao,"http://purl.obolibrary.org/obo/HAO_0002069"
363,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
364,hao,"http://purl.obolibrary.org/obo/HAO_0001018"
364,pato,"http://purl.obolibrary.org/obo/PATO_0000052"
365,hao,"http://purl.obolibrary.org/obo/HAO_0001053"
365,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
366,hao,"http://purl.obolibrary.org/obo/HAO_0001053"
366,pato,"http://purl.obolibrary.org/obo/PATO_0000150"
367,hao,"http://purl.obolibrary.org/obo/HAO_0001106,"
367,pato,"http://purl.obolibrary.org/obo/HAO_0000903"
368,hao,"http://purl.obolibrary.org/obo/HAO_0001121"
368,pato,"http://purl.obolibrary.org/obo/PATO_0000052"
369,hao,"http://purl.obolibrary.org/obo/HAO_0000933,http://purl.obolibrary.org/obo/HAO_0001351"
369,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
370,hao,"http://purl.obolibrary.org/obo/HAO_0002069"
370,pato,"http://purl.obolibrary.org/obo/PATO_0000052"
371,hao,"http://purl.obolibrary.org/obo/HAO_0000933,http://purl.obolibrary.org/obo/HAO_0000350"
371,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
372,hao,"http://purl.obolibrary.org/obo/HAO_0000933,http://purl.obolibrary.org/obo/HAO_0000631"
372,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
373,hao,"http://purl.obolibrary.org/obo/HAO_0001686,http://purl.obolibrary.org/obo/HAO_0001351"
373,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
374,hao,"http://purl.obolibrary.org/obo/HAO_0001456"
374,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
375,hao,"http://purl.obolibrary.org/obo/HAO_0000057,http://purl.obolibrary.org/obo/HAO_0000037,http://purl.obolibrary.org/obo/HAO_0000058,http://purl.obolibrary.org/obo/HAO_0000038"
375,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
376,hao,"http://purl.obolibrary.org/obo/HAO_0000378"
376,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
377,hao,"http://purl.obolibrary.org/obo/HAO_0002497"
377,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
378,hao,"http://purl.obolibrary.org/obo/HAO_0001538,http://purl.obolibrary.org/obo/HAO_0001418,http://purl.obolibrary.org/obo/HAO_0001536,http://purl.obolibrary.org/obo/HAO_0001419,http://purl.obolibrary.org/obo/HAO_0001420,http://purl.obolibrary.org/obo/HAO_0001421,http://purl.obolibrary.org/obo/HAO_0001422"
378,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
379,hao,"http://purl.obolibrary.org/obo/HAO_0000035"
379,pato," http://purl.obolibrary.org/obo/PATO_0000141"
380,hao,"http://purl.obolibrary.org/obo/HAO_0000035"
380,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
381,hao,"http://purl.obolibrary.org/obo/HAO_0000053,http://purl.obolibrary.org/obo/HAO_0000056"
381,pato,"http://purl.obolibrary.org/obo/PATO_0000140"
382,hao,"http://purl.obolibrary.org/obo/HAO_0001117"
382,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
383,hao,"http://purl.obolibrary.org/obo/HAO_0001768"
383,pato,"http://purl.obolibrary.org/obo/PATO_0000141"
384,hao,"http://purl.obolibrary.org/obo/HAO_0000679"
384,pato,"http://purl.obolibrary.org/obo/PATO_0000052"
385,hao,"http://purl.obolibrary.org/obo/HAO_0002498"
385,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
386,hao,"http://purl.obolibrary.org/obo/HAO_0001012"
386,pato,"http://purl.obolibrary.org/obo/PATO_0000141"
387,hao,"http://purl.obolibrary.org/obo/HAO_0001619"
387,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
388,hao,"http://purl.obolibrary.org/obo/HAO_0000927"
388,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
389,hao,"http://purl.obolibrary.org/obo/HAO_0002499"
389,pato,"http://purl.obolibrary.org/obo/PATO_0000070"
392,uberon,"http://purl.obolibrary.org/obo/UBERON_0012245"
392,pato,"http://purl.obolibrary.org/obo/PATO_0000070"


