Belyta,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,2,1,0,0,1,1,1,0,0,0,1,0,0,0,2,0,0,1,0,1,1,1,0,2,2,1,1,0,0,1,0,2,3,0,1,1,0,0,3,0,3,0,0,1,5,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,1,0,-,1,1,0,0,1,-,1,1,2,0,2,1,0,0,-,0,2,1,0,0,-,0,1,0,0,1,1,0,1,1,0,-,1,0,1,1,-,1,1,0,1,0,2,1,0,0,0,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,0,0,0,0,1,0,2,0,0,0,1,1,-,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,-,1,1,0,0,1,0,0,2,0,0,1,-,-,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,2,1,2,0,1,0,0,0,1,1,1,0,0,1,2,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,-,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,-,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,1,1,1,1,1,2,1,1,0,1,1,1,0,0,0,0,0,0,-,0,-,0,-,-,1,0,0,0,0,1,0,1,1,-,0,1,0,0,0,0,1,1,1,1
Brachygaster,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,-,1,1,0,-,0,-,1,1,2,0,2,1,0,1,1,1,2,1,0,1,-,1,1,0,0,1,1,1,1,1,0,0,-,0,1,1,0,1,0,0,1,0,2,1,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,0,-,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,0,0,0,1,0,2,0,1,0,0,0,-,0,1,0,1,1,-,0,0,0,-,1,1,0,0,0,1,1,0,1,1,0,1,-,1,0,0,0,1,0,-,0,1,0,0,2,0,0,1,-,-,0,0,1,1,-,1,1,0,-,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,2,0,-,0,0,1,0,1,1,0,0,2,0,1,-,0,0,0,0,0,-,1,0,2,1,2,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,2,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,1,1,1,1,1,1,2,1,1,0,1,1,0,0,0,0,0,0,3,-,0,1,0,1,1,0,0,0,0,0,1,0,1,1,-,0,1,0,0,0,0,1,1,1,1
Cales,0,1,0,0,0,0,0,0,-,0,0,0,0,1,0,-,1/2,0,?,-,-,-,1,0,0,1,1,0,0,-,-,1,1,1,-,-,-,-,-,-,0,1,1,1,1,1,0,2,2,1,-,-,0,0,3,0,0,0,?,1,1,0,?,?,0,0,1,-,1,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1,0,-,0,0,-,2,0,0,0,1,-,2,1,0,1,-,0,0,0,0,-,-,1,0,-,0,1,0,0,1,-,0,0,-,-,-,-,0,1,1,1,0,0,2,0,0,0,0,1,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-,0,1,-,-,-,0,1,0,1,1,2,0,1,0,0,-,0,2,0,0,1,0,0,-,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,-,1,1,1,0,-,1,0,0,-,-,0,-,-,1,-,-,2,0,-,1,-,-,0,0,1,0,-,1,0,-,-,-,-,-,-,0,1,0,1,0,-,-,1,1,0,1,1,-,0,0,0,1,0,1,1,0,0,-,-,-,-,0,0,0,1,0,0,0,0,0,1,1,-,-,-,0,-,0,-,-,0,0,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,1,1,2,1,1,1,1,1,1,2,1,1,0,1,1,1,1,0,0,0,1,?,-,0,-,0,-,-,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1
Cephalcia,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0,0,1,0,0,0,0,0,1,0,0,0,2,-,0,0,0,3,1,1,0,0,0,0,0,1,0,1,-,0,0,1,0,4,1,0,1,6,0,0,0,0,0,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Cephalonomia,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,?,-,1,1,1,-,1,-,1,0,0,1,2,-,-,-,-,1,1,1,0,0,3,0,1,0,0,1,0,2,2,1,1,0,0,0,3,1,1,0,1,0,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,-,0,2,-,0,0,1,1,2,0,2,1,0,1,1,0,2,1,0,0,-,0,1,0,0,1,0,0,1,1,0,-,1,0,1,1,-,1,1,1,0,0,2,-,2,-,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,-,0,1,0,1,1,2,0,0,0,0,1,0,2,0,0,0,1,1,-,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,-,-,0,-,-,1,0,0,2,0,0,1,-,-,0,1,0,0,0,2,1,1,0,1,0,2,0,0,0,-,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,-,-,-,0,0,1,1,0,0,0,1,2,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,2,1,1,1,1,1,1,2,1,1,0,1,1,0,0,0,0,0,0,0,-,1,-,1,-,-,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
Cephus,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,3,1,1,0,0,3,0,1,1,0,0,0,0,0,2,0,4,2,0,0,6,0,0,0,0,0,1,0,1,-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-,0,0,0,1,2,0,2,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,-,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,-,-,1,0,-,0,0,0,0,-,0,1,0,1,-,-,-,0,0,0,-,-,0,0,0,0,0,0,0,0,1,0,0,0,0,-,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,-,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,-,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,?,0,0
Ceraphron,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,-,1,1,1,-,-,-,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,1,-,0,0,0,0,1,1,0,1,2,1,1,0,-,0,-,-,1,0,-,1,0,1,-,2,1,0,1,0,0,2,1,0,0,-,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,-,0,1,-,0,0,2,-,0,1,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,2,-,0,0,0,1,0,2,0,-,0,1,1,-,0,1,0,1,1,1,0,0,0,-,1,1,0,0,0,0,0,-,1,1,0,0,0,0,-,0,-,1,-,-,-,-,-,0,2,0,-,1,-,-,1,0,1,2,-,-,-,-,-,-,-,-,-,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,-,1,0,1,1,0,0,0,1,2,1,1,0,0,0,0,1,0,0,-,1,0,0,0,1,0,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,1,2,1,1,1,1,1,1,2,1,1,0,1,1,1,1,0,1,0,0,1,-,0,0,1,-,-,1,0,1,0,0,1,0,1,?,-,0,1,0,0,0,0,1,0/1,1,1
Chiloe,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,1,0,0,-,-,-,1,1,-,-,-,-,-,-,2,1,1,0,-,1,1,2,-,1,-,-,0,0,3,0,0,0,?,1,2,0,-,?,0,0,1,-,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,-,-,1
Chrysopa,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,?,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,-,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,-,-,0,0,0,-,1,0,0,1,0,0,0,0,-,0,0,0,0,0,0,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,0,-,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,-,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,-,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,-,-,-,1,0,0,-,-,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Cirrospilus,0,1,0,1,1,0,0,0,-,0,0,0,0,1,0,-,1,0,?,-,-,-,1,0,0,0,1,0,0,-,-,1,1,1,0,-,-,-,0,-,2,1,1,0,1,1,0,2,1,1,1,0,0,0,3,0,1,0,0,1,1,0,?,?,0,0,1,0,1,-,0,0,0,0,0,0,0,-,-,0,0,0,0,0,1,0,0,0,2,-,2,0,0,0,1,-,2,1,0,1,0,0,1,0,0,-,-,1,0,-,0,1,0,0,1,1,0,0,-,0,0,0,0,1,0,1,0,0,2,-,0,0,-,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-,0,0,0,-,-,-,1,2,0,1,0,0,1,0,-,0,0,1,0,0,-,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,-,1,0,0,0,-,1,0,0,1,-,-,2,0,0,1,-,-,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-,1,0,1,0,1,0,0,1,1,-,0,0,0,1,0,1,1,0,0,-,-,-,-,0,0,0,1,0,0,0,0,2,1,1,1,0,0,0,1,1,1,0,0,-,1,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,1,1,2,1,1,1,1,1,1,2,1,1,0,1,1,1,1,0,1,0,0,0,-,0,-,0,-,-,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1
Cleonymus,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,-,1,0,?,-,1,1,1,0,0,0,1,0,0,-,-,0,-,0,-,-,-,0,0,0,2,1,1,0,1,1,1,2,2,1,1,1,0,0,3,0,3,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,-,2,0,1,1,2,-,2,1,0,1,0,0,1,0,0,0,-,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,2,0,0,0,0,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,2,0,1,0,0,1,0,2,0,0,0,0,0,-,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,-,1,1,1,0,1,0,0,2,0,0,1,-,-,1,0,1,0,0,0,2,1,0,1,0,1,1,0,0,-,1,0,1,0,1,0,0,1,2,0,1,0,0,1,0,1,1,0,0,1,0,0,-,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,1,1,2,1,1,1,1,1,1,2,1,1,0,1,1,1,1,0,1,0,0,0,-,0,-,0,-,-,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1
Coccobius,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0,0,1,1,0,0,-,-,1,1,1,-,-,-,-,-,0,2,1,1,1,1,1,0,2,2,1,1,1,0,0,3,0,1,0,0,1,2,0,0,?,0,0,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0,1,1,1,2,1,1,1,1,1,1,2,1,1,0,1,1,1,1,0,-,0,0,0,-,-,-,-,-,-,-,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1
Coccophagus,0,1,0,0,0,0,0,0,-,0,0,0,1,1,0,-,1,0,?,-,-,-,1,1,0,1,1,0,0,0,-,1,1,1,-,1,1,1,0,0,2,1,1,1,1,1,0,2,2,1,1,0,0,0,3,0,1,0,0,1,2,0,0,?,0,0,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-,0,-,-,2,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,-,1,0,0,0,-,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,2,0,0,0,0,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-,-,0,2,0,2,1,0,0,-,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,-,1,1,1,0,1,1,0,0,-,-,1,0,0,1,0,-,2,0,0,1,-,-,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,-,1,0,0,0,0,1,0,1,2,-,0,0,0,1,0,1,1,0,0,1,0,-,-,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,-,0,0,1,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,1,1,2,1,1,1,1,1,1,2,1,1,0,1,1,1,1,0,1,0,0,0,-,0,-,0,-,-,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1
Corynis,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0,0,-,0,-,-,-,0,1,-,0,0,0,-,-,-,0,-,-,-,0,-,-,-,-,-,-,1,0,4,-,-,0,-,0,-,-,-,-,1,-,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,0,0
Decameria,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0,0,-,0,-,-,-,0,1,-,0,0,0,-,-,-,0,-,-,-,0,-,-,-,-,-,-,1,0,4,0,-,0,-,0,-,-,-,-,1,-,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-,?,0,-
Derecyrta,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-,?,0,1
Dinapsis,0,0,0,0,0,0,0,1,1,0,0,0,-,1,-,-,1,1,0,-,-,-,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0,0,1,-,0,0,1,0,0,1,1,1,2,1,1,0,-,0,-,-,-,0,-,1,1,2,0,2,1,0,1,0,0,2,1,1,0,-,1,0,0,0,1,0,2,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,2,-,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-,0,0,1,0,1,1,2,0,0,0,0,1,0,2,0,0,0,1,1,-,0,1,1,0,1,1,0,0,0,-,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,2,0,0,1,-,-,1,1,1,1,-,1,0,0,-,1,0,0,0,0,1,0,0,-,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,2,0,-,-,0,0,1,0,0,0,0,0,2,0,1,-,-,1,0,0,0,1,0,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
